Facility_Name,ENGLISH_NA,COMMUNITY,ADDRESS_LI,POSTAL_COD,Latitude,Longitude,"Population, 2021",Facilities_Per_Capita,address,point,latitude,longitude
Community Support Services of the Niagara Region,Community Support Services of the Niagara Region,Thorold, Merrittville Highway,L2V4Y6,-8822264.37655217,5323287.51495705,23816.0,0.0006298286865972456," Merrittville Highway, Thorold, Ontario, Canada",POINT (-79.2499397 43.054221),43.054221,-79.2499397
Henderson's Pharmacy Inc,Henderson's Pharmacy Inc,Thorold,15 Front Street South,L2V1W8,-8816628.21507356,5330949.14194239,23816.0,0.0006298286865972456,"15 Front Street South, Thorold, Ontario, Canada",POINT (-79.20114015 43.1245607),43.1245607,-79.20114015
Meals on Wheels Thorold,Meals on Wheels Thorold - St. Catharines,Thorold,3250 Schmon Parkway,L2V4Y6,-8821275.74815443,5328928.9012191,23816.0,0.0006298286865972456,"3250 Schmon Parkway, Thorold, Ontario, Canada",POINT (-79.242926 43.111307),43.111307,-79.242926
Niagara Eye Care Centre Inc.,Niagara Eye Care Centre Inc.,Thorold,3460 Schmon Parkway,L2V4Y6,-8820732.6537547,5329343.94879944,23816.0,0.0006298286865972456,"3460 Schmon Parkway, Thorold, Ontario, Canada",POINT (-79.2399208 43.1168562),43.1168562,-79.2399208
Niagara Region Public Health Department,Niagara Region Public Health Department,Thorold,1815 Sir Isaac Brock Way,L2V0A2,-8821091.82609175,5329725.93758687,23816.0,0.0006298286865972456,"1815 Sir Isaac Brock Way, Thorold, Ontario, Canada",POINT (-79.24076231251078 43.1168274),43.1168274,-79.24076231251078
Norgen Biotek Corp.,Norgen Biotek Corp.,Thorold,3430 Schmon Parkway,L2V4Y6,-8820731.72980293,5329252.54464282,23816.0,0.0006298286865972456,"3430 Schmon Parkway, Thorold, Ontario, Canada",POINT (-79.2399208 43.1168562),43.1168562,-79.2399208
Ontario Brain Injury Association,Ontario Brain Injury Association,Thorold,3550 Schmon Parkway,L2V4Y6,-8820912.82435055,5329895.42734015,23816.0,0.0006298286865972456,"3550 Schmon Parkway, Thorold, Ontario, Canada",POINT (-79.2394956 43.1164435),43.1164435,-79.2394956
Pharma Viva Pharmacy,Pharma Viva Pharmacy,Thorold,6 Clairmont Street,L2V1R1,-8816498.19390832,5330843.64463804,23816.0,0.0006298286865972456,"6 Clairmont Street, Thorold, Ontario, Canada",POINT (-79.2004463 43.1236151),43.1236151,-79.2004463
Regional Municipality of Niagara,Regional Municipality of Niagara,Thorold,3550 Schmon Parkway,L2V4T7,-8820912.82435055,5329895.42734015,23816.0,0.0006298286865972456,"3550 Schmon Parkway, Thorold, Ontario, Canada",POINT (-79.2394956 43.1164435),43.1164435,-79.2394956
Rexall #2451,Rexall #2451,Thorold,9 Pine Street North,L2V3Z9,-8816978.993921,5331157.66925442,23816.0,0.0006298286865972456,"9 Pine Street North, Thorold, Ontario, Canada",POINT (-79.20413470248585 43.12512245),43.12512245,-79.20413470248585
The Foundry Pharmacy,The Foundry Pharmacy,Thorold,3460 Schmon Parkway,L2V4Y6,-8820732.6537547,5329343.94879944,23816.0,0.0006298286865972456,"3460 Schmon Parkway, Thorold, Ontario, Canada",POINT (-79.2399208 43.1168562),43.1168562,-79.2399208
Thorold Medical Pharmacy,Thorold Medical Pharmacy,Thorold,60 Albert Street West,L2V2G7,-8817337.66532034,5330994.47091777,23816.0,0.0006298286865972456,"60 Albert Street West, Thorold, Ontario, Canada",POINT (-79.2071640185467 43.1248512303519),43.1248512303519,-79.2071640185467
Thorold Senior Citizens Association,Thorold Senior Citizens Association,Thorold,3540 Schmon Parkway,L2V5C2,-8820777.62682898,5329956.23029002,23816.0,0.0006298286865972456,"3540 Schmon Parkway, Thorold, Ontario, Canada",POINT (-79.2399208 43.1168562),43.1168562,-79.2399208
Xpresspill,Xpresspill,Thorold,3550 Schmon Parkway,L2V4Y6,-8820912.82435055,5329895.42734015,23816.0,0.0006298286865972456,"3550 Schmon Parkway, Thorold, Ontario, Canada",POINT (-79.2394956 43.1164435),43.1164435,-79.2394956
Corporation of the County of Dufferin,Corporation of the County of Dufferin-Oaks Home for Senior Citizens,Shelburne,151 Centre Street,L0N1S4,-8927878.32042823,5477285.49459519,8994.0,0.000778296642205915,"151 Centre Street, Shelburne, Ontario, Canada",POINT (-80.2004468 44.0768683),44.0768683,-80.2004468
Dufferin Oaks,Dufferin Oaks,Shelburne,151 Centre Street,L0N1S4,-8927878.32042823,5477285.49459519,8994.0,0.000778296642205915,"151 Centre Street, Shelburne, Ontario, Canada",POINT (-80.2004468 44.0768683),44.0768683,-80.2004468
Shelburne Long Term Care Home,Shelburne Long Term Care Home,Shelburne,200 Robert Street,L0N1S0,-8928266.44696482,5478313.1795668,8994.0,0.000778296642205915,"200 Robert Street, Shelburne, Ontario, Canada",POINT (-80.2044607 44.0825588),44.0825588,-80.2044607
Shelburne Retirement Community,Shelburne Retirement Community,Shelburne,200 Robert Street,L9V3S1,-8928266.44696482,5478313.1795668,8994.0,0.000778296642205915,"200 Robert Street, Shelburne, Ontario, Canada",POINT (-80.2044607 44.0825588),44.0825588,-80.2044607
Shelburne Town Pharmacy,Shelburne Town Pharmacy,Shelburne,712 Main Street East,L9V2X4,-8926708.40823974,5478095.31046259,8994.0,0.000778296642205915,"712 Main Street East, Shelburne, Ontario, Canada",POINT (-80.18994128512361 44.081683350000006),44.081683350000006,-80.18994128512361
Participation Lodge,Participation Lodge - Grey Bruce,Chatsworth,Highway 10,N0H1R0,-8995417.00208326,5527707.48076127,7080.0,0.000423728813559322,"Highway 10, Chatsworth, Ontario, Canada",POINT (-80.7629382 44.384164),44.384164,-80.7629382
Crown Ridge Place,Crown Ridge Place,Quinte West,106 Crown Street,K8V6R3,-8634106.02837749,5481921.1777755,46560.0,0.00040807560137457046,"106 Crown Street, Quinte West, Ontario, Canada",POINT (-77.56147124477386 44.1062953),44.1062953,-77.56147124477386
Greenlife Retirement Residence Trenton Inc.,Greenlife Retirement Residence Trenton Inc.,Quinte West,114 Whites Road,K8V5P5,-8628300.81712016,5484876.70746452,46560.0,0.00040807560137457046,"114 Whites Road, Quinte West, Ontario, Canada",POINT (-77.50898732261368 44.12557475),44.12557475,-77.50898732261368
Kevin Lachapelle Medicine Professional Corporation,Kevin Lachapelle Medicine Professional Corporation,Quinte West,1 Frankford Crescent,K8V6H8,-8638058.37123836,5483508.17704073,46560.0,0.00040807560137457046,"1 Frankford Crescent, Quinte West, Ontario, Canada",POINT (-77.5971005 44.116301),44.116301,-77.5971005
Loblaw Pharmacy 4106,Loblaw Pharmacy 4106,Quinte West,293 Dundas Street East,K8V1M1,-8633268.54958435,5481520.37051965,46560.0,0.00040807560137457046,"293 Dundas Street East, Quinte West, Ontario, Canada",POINT (-77.5541481 44.1035829),44.1035829,-77.5541481
Madill's Ida Pharmacy,Madill's Ida Pharmacy,Quinte West,7 Mill Street,K0K2C0,-8637959.34141935,5496611.66537214,46560.0,0.00040807560137457046,"7 Mill Street, Quinte West, Ontario, Canada",POINT (-77.59621673 44.20102943),44.20102943,-77.59621673
Metro Pharmacy #532,Metro Pharmacy #532,Quinte West,53 Quinte Street,K8V3S8,-8635820.69362613,5480664.33815924,46560.0,0.00040807560137457046,"53 Quinte Street, Quinte West, Ontario, Canada",POINT (-77.5766741 44.0982572),44.0982572,-77.5766741
Pharmasave #9789,Pharmasave #9789,Quinte West,290 Dundas Street West,K8V3R9,-8637011.84557346,5480534.92180411,46560.0,0.00040807560137457046,"290 Dundas Street West, Quinte West, Ontario, Canada",POINT (-77.5868604 44.0974297),44.0974297,-77.5868604
Quinte Health Care,Quinte Health Care - Trenton Memorial Hospital,Quinte West,242 King Street,K8V3X1,-8637086.59661153,5480915.02263565,46560.0,0.00040807560137457046,"242 King Street, Quinte West, Ontario, Canada",POINT (-77.5875961 44.0991497),44.0991497,-77.5875961
Rexall #1008,Rexall #1008,Quinte West,109 Dundas Street East,K8V1L1,-8634948.43862407,5481625.12068917,46560.0,0.00040807560137457046,"109 Dundas Street East, Quinte West, Ontario, Canada",POINT (-77.56895540586797 44.10476358069055),44.10476358069055,-77.56895540586797
Seasons Dufferin Centre,Seasons Dufferin Centre,Quinte West,344 Dufferin Avenue,K8V5G9,-8636777.60710093,5481083.19837344,46560.0,0.00040807560137457046,"344 Dufferin Avenue, Quinte West, Ontario, Canada",POINT (-77.5842732 44.1009355),44.1009355,-77.5842732
Shoppers Drug Mart #619,Shoppers Drug Mart #619,Quinte West,83 Dundas Street West,K8V3P4,-8635800.75630532,5481001.55160486,46560.0,0.00040807560137457046,"83 Dundas Street West, Quinte West, Ontario, Canada",POINT (-77.5769664 44.10042907142857),44.10042907142857,-77.5769664
The Crown Ridge Retirement Residence,The Crown Ridge Retirement Residence,Quinte West,106 Crown Street,K8V6R3,-8634106.02837749,5481921.1777755,46560.0,0.00040807560137457046,"106 Crown Street, Quinte West, Ontario, Canada",POINT (-77.56147124477386 44.1062953),44.1062953,-77.56147124477386
Trent Community Pharmacy,Trent Community Pharmacy,Quinte West,266 Dundas Street East,K8V5Z9,-8633692.28722606,5481727.22108908,46560.0,0.00040807560137457046,"266 Dundas Street East, Quinte West, Ontario, Canada",POINT (-77.5569025 44.1049347),44.1049347,-77.5569025
Trent Drug Mart,Trent Drug Mart,Quinte West,31 Quinte Street,K8V3S7,-8635723.46718287,5480879.36958968,46560.0,0.00040807560137457046,"31 Quinte Street, Quinte West, Ontario, Canada",POINT (-77.57599876432889 44.09959565),44.09959565,-77.57599876432889
Trent Valley Lodge,Trent Valley Lodge,Quinte West,195 Bay Street,K8V1H9,-8633667.36279207,5481354.77560963,46560.0,0.00040807560137457046,"195 Bay Street, Quinte West, Ontario, Canada",POINT (-77.55755184941378 44.1026953),44.1026953,-77.55755184941378
Trenton Diagnostics Inc.,Trenton Diagnostics Inc.,Quinte West,7 Metcalfe Street,K8V6H3,-8636332.12876268,5481645.21202325,46560.0,0.00040807560137457046,"7 Metcalfe Street, Quinte West, Ontario, Canada",POINT (-77.58127803333333 44.104817233333335),44.104817233333335,-77.58127803333333
Trenton Pharmacy,Trenton Pharmacy,Quinte West,64 Ontario Street,K8V6H9,-8635426.93432329,5481528.38525279,46560.0,0.00040807560137457046,"64 Ontario Street, Quinte West, Ontario, Canada",POINT (-77.5730588 44.1038103),44.1038103,-77.5730588
Wellmed Pharmacy,Wellmed Pharmacy,Quinte West,284 Front Street,K8V4P3,-8636643.87899664,5481928.85179164,46560.0,0.00040807560137457046,"284 Front Street, Quinte West, Ontario, Canada",POINT (-77.5842163 44.106419),44.106419,-77.5842163
Dellar's Ida Drug Store,Dellar's Ida Drug Store,Tweed,249 Victoria Street North,K0K3J0,-8606431.13467425,5539659.13031032,6067.0,0.0008241305422778968,"249 Victoria Street North, Tweed, Ontario, Canada",POINT (-77.3128891 44.4776556),44.4776556,-77.3128891
Moira Place Long,Moira Place Long-Term Care Home,Tweed,415 River Street West,K0K3J0,-8607128.62920772,5538638.87352586,6067.0,0.0008241305422778968,"415 River Street West, Tweed, Ontario, Canada",POINT (-77.31943140849462 44.47099995),44.47099995,-77.31943140849462
Moira Place Ltc Home,Moira Place Ltc Home,Tweed,415 River Street West,K0K3J0,-8607128.62920772,5538638.87352586,6067.0,0.0008241305422778968,"415 River Street West, Tweed, Ontario, Canada",POINT (-77.31943140849462 44.47099995),44.47099995,-77.31943140849462
Tweed Apothecary,Tweed Apothecary,Tweed,316 Victoria Street North,K0K3J0,-8606551.01463389,5539696.44886239,6067.0,0.0008241305422778968,"316 Victoria Street North, Tweed, Ontario, Canada",POINT (-77.3138806186037 44.47810014555979),44.47810014555979,-77.3138806186037
Deseronto Pharmacy,Deseronto Pharmacy,Deseronto,236 Dundas Street,K0K1X0,-8577651.70671947,5495901.95690122,1747.0,0.0022896393817973667,"236 Dundas Street, Deseronto, Ontario, Canada",POINT (-77.05444616000001 44.196542720000004),44.196542720000004,-77.05444616000001
Gray's Ida Drug Store,Gray's Ida Drug Store,Deseronto,346 Main Street,K0K1X0,-8576920.60483173,5495673.17317053,1747.0,0.0022896393817973667,"346 Main Street, Deseronto, Ontario, Canada",POINT (-77.047837 44.1951899),44.1951899,-77.047837
Doe Lake Residence,Doe Lake Residence,Gravenhurst,1750 Gravenhurst Parkway,P1P1R3,-8831406.01105976,5612384.18121544,13157.0,0.0009880671885688227,"1750 Gravenhurst Parkway, Gravenhurst, Ontario, Canada",POINT (-79.33145074351883 44.951970766512815),44.951970766512815,-79.33145074351883
Dr. Keon M. Nia Medicine Professional Corporation,Dr. Keon M. Nia Medicine Professional Corporation,Gravenhurst,125 Steamship Bay Road,P1P1Z9,-8837463.7617139,5608775.67656954,13157.0,0.0009880671885688227,"125 Steamship Bay Road, Gravenhurst, Ontario, Canada",POINT (-79.3894647 44.9190233),44.9190233,-79.3894647
Drugstore Pharmacy #4130,Drugstore Pharmacy #4130,Gravenhurst,290 First Street North,P1P1H3,-8835674.22297575,5609178.95397249,13157.0,0.0009880671885688227,"290 First Street North, Gravenhurst, Ontario, Canada",POINT (-79.3738921 44.9230824),44.9230824,-79.3738921
Gravenhurst Ida Pharmacy,Gravenhurst Ida Pharmacy,Gravenhurst,180 Brock Street,P1P1X2,-8835755.51959988,5608988.7108179,13157.0,0.0009880671885688227,"180 Brock Street, Gravenhurst, Ontario, Canada",POINT (-79.3738694 44.9199568),44.9199568,-79.3738694
Gravenhurst Phcy Pharmachoice,Gravenhurst Phcy Pharmachoice,Gravenhurst,205 Muskoka Road North,P1P1X2,-8835974.84126064,5609061.10681921,13157.0,0.0009880671885688227,"205 Muskoka Road North, Gravenhurst, Ontario, Canada",POINT (-79.37470086060607 44.92085846060606),44.92085846060606,-79.37470086060607
Gravenhurst Senior Citizens Club Inc.,Gravenhurst Senior Citizens Club Inc.,Gravenhurst,480 First Street North,P1P1B9,-8835844.06312285,5609543.71449131,13157.0,0.0009880671885688227,"480 First Street North, Gravenhurst, Ontario, Canada",POINT (-79.3742597902439 44.924262329268295),44.924262329268295,-79.3742597902439
Lang Residence,Lang Residence,Gravenhurst,710 Muskoka Road South,P1P1K2,-8835562.34688751,5608088.0933295,13157.0,0.0009880671885688227,"710 Muskoka Road South, Gravenhurst, Ontario, Canada",POINT (-79.3714131 44.9145942),44.9145942,-79.3714131
Muskoka North Residential,Muskoka North Residential,Gravenhurst,1490 Muskoka Road,P1P1R8,-8837204.49861984,5611492.91196427,13157.0,0.0009880671885688227,"1490 Muskoka Road, Gravenhurst, Ontario, Canada",POINT (-79.3692317 44.9086518),44.9086518,-79.3692317
Muskoka Shores Care Community,Muskoka Shores Care Community,Gravenhurst,200 Kelly Drive,P1P1P3,-8835126.35296986,5608039.15852601,13157.0,0.0009880671885688227,"200 Kelly Drive, Gravenhurst, Ontario, Canada",POINT (-79.3680887 44.914694),44.914694,-79.3680887
Muskoka Wharf Pharmasave,Muskoka Wharf Pharmasave,Gravenhurst,125 Steamship Bay Road,P1P1Z9,-8837463.7617139,5608775.67656954,13157.0,0.0009880671885688227,"125 Steamship Bay Road, Gravenhurst, Ontario, Canada",POINT (-79.3894647 44.9190233),44.9190233,-79.3894647
Shoppers Drug Mart #1345,Shoppers Drug Mart #1345,Gravenhurst,511 Muskoka Road South,P1P1J8,-8835745.71235274,5608311.3135919,13157.0,0.0009880671885688227,"511 Muskoka Road South, Gravenhurst, Ontario, Canada",POINT (-79.37260647777778 44.91606239259259),44.91606239259259,-79.37260647777778
The Manor at Gravenhurst,The Manor at Gravenhurst,Gravenhurst,300 Muskoka Road North,P1P1N8,-8835894.42406049,5609238.28688587,13157.0,0.0009880671885688227,"300 Muskoka Road North, Gravenhurst, Ontario, Canada",POINT (-79.37431622357724 44.921897),44.921897,-79.37431622357724
Downtown Pharmacy,Downtown Pharmacy,Russell,1106 Concession Street,K4R1C7,-8388946.72418525,5662314.1257474,19598.0,0.00015307684457597714,"1106 Concession Street, Russell, Ontario, Canada",POINT (-75.3592562 45.25856843333334),45.25856843333334,-75.3592562
Russell Meadows Retirement Community,Russell Meadows Retirement Community,Russell,475 Church Street,K4R0A9,-8388424.19049546,5661977.25217488,19598.0,0.00015307684457597714,"475 Church Street, Russell, Ontario, Canada",POINT (-75.35434468143325 45.25645634999999),45.25645634999999,-75.35434468143325
Russell Pharmacy,Russell Pharmacy,Russell,110 Craig Street,K4R1C7,-8390132.67751236,5662140.42126244,19598.0,0.00015307684457597714,"110 Craig Street, Russell, Ontario, Canada",POINT (-75.3697851612285 45.25749705),45.25749705,-75.3697851612285
Drugstore Pharmacy #512,Drugstore Pharmacy #512,Wasaga Beach,25 45th Street South,L9Z1A7,-8913788.2228603,5538934.30394304,24862.0,0.0004022202558120827,"25 45th Street South, Wasaga Beach, Ontario, Canada",POINT (-80.0737717974414 44.473132250000006),44.473132250000006,-80.0737717974414
Major's Guardian Pharmacy,Major's Guardian Pharmacy,Wasaga Beach,587 River Road West,L9Z2P2,-8905247.39077647,5547144.39044515,24862.0,0.0004022202558120827,"587 River Road West, Wasaga Beach, Ontario, Canada",POINT (-79.99798937906976 44.525814323255815),44.525814323255815,-79.99798937906976
Mini,Mini-Major's Pharmacy,Wasaga Beach,14 Ramblewood Drive,L9Z0C4,-8914006.87660412,5538238.00328854,24862.0,0.0004022202558120827,"14 Ramblewood Drive, Wasaga Beach, Ontario, Canada",POINT (-80.0760751 44.4685196),44.4685196,-80.0760751
River Road Pharmacy,River Road Pharmacy,Wasaga Beach,1256 Mosley Street,L9Z2E2,-8911314.73717073,5541528.53792195,24862.0,0.0004022202558120827,"1256 Mosley Street, Wasaga Beach, Ontario, Canada",POINT (-80.0515514 44.4895197),44.4895197,-80.0515514
Shoppers Drug Mart #977,Shoppers Drug Mart #977,Wasaga Beach,1900 Mosley Street,L9Z1Z3,-8913878.16900887,5539276.54596817,24862.0,0.0004022202558120827,"1900 Mosley Street, Wasaga Beach, Ontario, Canada",POINT (-80.0751824 44.4749932),44.4749932,-80.0751824
South Georgian Bay Community Health Centre,South Georgian Bay Community Health Centre,Wasaga Beach,14 Ramblewood Drive,L9Z0C4,-8914006.87660412,5538238.00328854,24862.0,0.0004022202558120827,"14 Ramblewood Drive, Wasaga Beach, Ontario, Canada",POINT (-80.0760751 44.4685196),44.4685196,-80.0760751
Wasaga Beach Ida,Wasaga Beach Ida,Wasaga Beach,30 45th Street South,L9Z0A6,-8914108.91204938,5538962.2282137,24862.0,0.0004022202558120827,"30 45th Street South, Wasaga Beach, Ontario, Canada",POINT (-80.07659177420638 44.47239765),44.47239765,-80.07659177420638
Wasaga Medical Pharmacy,Wasaga Medical Pharmacy,Wasaga Beach,940 Mosley Street,L9Z2G9,-8910437.45052768,5542909.3353562,24862.0,0.0004022202558120827,"940 Mosley Street, Wasaga Beach, Ontario, Canada",POINT (-80.0508757 44.4896432),44.4896432,-80.0508757
Waterside Retirement Lodge Inc.,Waterside Retirement Lodge Inc.,Wasaga Beach,239 Zoo Park Road,L9Z0A1,-8905826.09628131,5547483.44368384,24862.0,0.0004022202558120827,"239 Zoo Park Road, Wasaga Beach, Ontario, Canada",POINT (-80.0026333284323 44.5279557),44.5279557,-80.0026333284323
Dryden Area Family Health Team,Dryden Area Family Health Team,Dryden,58 Goodall Street,P8N2Z6,-10334750.13074,6406462.92394075,7388.0,0.0013535462912831618,"58 Goodall Street, Dryden, Ontario, Canada",POINT (-92.83923860446303 49.769686050000004),49.769686050000004,-92.83923860446303
Dryden Go Getters,Dryden Go Getters,Dryden,84 St. Charles Street,P8N1L3,-10334397.5707807,6408032.0773984,7388.0,0.0013535462912831618,"84 St. Charles Street, Dryden, Ontario, Canada",POINT (-92.8360444 49.7787454),49.7787454,-92.8360444
Dryden Pharmacy,Dryden Pharmacy,Dryden,35 Whyte Avenue,P8N1Z2,-10334721.7665338,6408867.48673891,7388.0,0.0013535462912831618,"35 Whyte Avenue, Dryden, Ontario, Canada",POINT (-92.8387139 49.7832745),49.7832745,-92.8387139
Dryden Regional Health Centre,Dryden Regional Health Centre,Dryden,58 Goodall Street,P8N1V8,-10334750.13074,6406462.92394075,7388.0,0.0013535462912831618,"58 Goodall Street, Dryden, Ontario, Canada",POINT (-92.83923860446303 49.769686050000004),49.769686050000004,-92.83923860446303
Firefly,Firefly,Dryden,75 Van Horne Avenue,P8N2B2,-10334369.7743039,6408467.28734495,7388.0,0.0013535462912831618,"75 Van Horne Avenue, Dryden, Ontario, Canada",POINT (-92.8361182 49.7811207),49.7811207,-92.8361182
Grace Haven Lutheran Community Care Centre,Grace Haven Lutheran Community Care Centre,Dryden,11 Schmidt Crescent,P8N1R1,-10333898.4698438,6407373.67689822,7388.0,0.0013535462912831618,"11 Schmidt Crescent, Dryden, Ontario, Canada",POINT (-92.83064606539534 49.77478489848113),49.77478489848113,-92.83064606539534
Ida Dryden Pharmacy,Ida Dryden Pharmacy,Dryden,72 Van Horne Avenue,P8N2B1,-10334522.4823814,6408402.39661207,7388.0,0.0013535462912831618,"72 Van Horne Avenue, Dryden, Ontario, Canada",POINT (-92.836536 49.7811205),49.7811205,-92.836536
Patricia Region Senior Services Inc.,Patricia Region Senior Services Inc.,Dryden,35 Van Horne Avenue,P8N3B4,-10334402.0569562,6408886.48604099,7388.0,0.0013535462912831618,"35 Van Horne Avenue, Dryden, Ontario, Canada",POINT (-92.8361387 49.7832802),49.7832802,-92.8361387
Princess Court,Princess Court,Dryden,Princess Street,P8N2Z4,-10334055.5305133,6408806.57547472,7388.0,0.0013535462912831618,"Princess Street, Dryden, Ontario, Canada",POINT (-92.8324325 49.7831477),49.7831477,-92.8324325
Shoppers Drug Mart #1292,Shoppers Drug Mart #1292,Dryden,25 Duke Street,P8N1E6,-10334883.5137539,6408745.02675717,7388.0,0.0013535462912831618,"25 Duke Street, Dryden, Ontario, Canada",POINT (-92.84026668 49.78211657999999),49.78211657999999,-92.84026668
EMO Health Centre,EMO Health Centre,Emo,170 Front Street,P0W1E0,-10446373.9356253,6212533.79377916,1204.0,0.0024916943521594683,"170 Front Street, Emo, Ontario, Canada",POINT (-93.84197055929195 48.6314869),48.6314869,-93.84197055929195
Emo Drugs,Emo Drugs,Emo,80 Front Street,P0W1E0,-10445844.5335229,6212240.14794231,1204.0,0.0024916943521594683,"80 Front Street, Emo, Ontario, Canada",POINT (-93.8455675 48.632536),48.632536,-93.8455675
Emo Health Centre,Emo Health Centre-Eldcap Beds,Emo,260 Front Street,P0W1E0,-10447024.37541,6212791.80759792,1204.0,0.0024916943521594683,"260 Front Street, Emo, Ontario, Canada",POINT (-93.8455675 48.632536),48.632536,-93.8455675
Ear Falls Family Health Team,Ear Falls Family Health Team,Ear Falls,25 Spruce Street,P0V1T0,-10379141.6608687,6557586.8536656,924.0,0.003246753246753247,"25 Spruce Street, Ear Falls, Ontario, Canada",POINT (-93.2393583 50.6352687),50.6352687,-93.2393583
Whispering Pines Seniors Centre,Whispering Pines Seniors Centre,Ear Falls,30 Spruce Street,P0V1T0,-10379086.7914917,6557516.80227583,924.0,0.003246753246753247,"30 Spruce Street, Ear Falls, Ontario, Canada",POINT (-93.2393583 50.6352687),50.6352687,-93.2393583
East Wellington Community Services Inc.,East Wellington Community Services Inc.,Erin,45 Main Street,N0B1T0,-8912386.3431169,5429704.07289455,11981.0,0.00041732743510558383,"45 Main Street, Erin, Ontario, Canada",POINT (-80.0614299 43.7685491),43.7685491,-80.0614299
East Wellington Family Health Team,East Wellington Family Health Team,Erin,6 Thompson Crescent,N0B1T0,-8914237.17436667,5431734.91506171,11981.0,0.00041732743510558383,"6 Thompson Crescent, Erin, Ontario, Canada",POINT (-80.07798912432263 43.781860550000005),43.781860550000005,-80.07798912432263
Erin Diagnostic Imaging,Erin Diagnostic Imaging,Erin,2 Thompson Crescent,N0B1T0,-8914145.34691872,5431641.24733358,11981.0,0.00041732743510558383,"2 Thompson Crescent, Erin, Ontario, Canada",POINT (-80.0756335 43.7810816),43.7810816,-80.0756335
Erin Pharmacy,Erin Pharmacy,Erin,6 Thompson Crescent,N0B1T0,-8914237.17436667,5431734.91506171,11981.0,0.00041732743510558383,"6 Thompson Crescent, Erin, Ontario, Canada",POINT (-80.07798912432263 43.781860550000005),43.781860550000005,-80.07798912432263
Fox Run Retirement Home Inc.,Fox Run Retirement Home Inc.,Erin,5475 Trafalgar Road,N0B1T0,-8915376.952369,5427368.3435272,11981.0,0.00041732743510558383,"5475 Trafalgar Road, Erin, Ontario, Canada",POINT (-80.1485342 43.7935247),43.7935247,-80.1485342
Essex Community Services,Essex Community Services,Essex,35 Victoria Avenue,N8M1M4,-9219989.25813446,5187212.68487796,21216.0,0.0005184766214177979,"35 Victoria Avenue, Essex, Ontario, Canada",POINT (-82.8244725509001 42.17489365),42.17489365,-82.8244725509001
Essex Pharma Care Pharmacy Inc,Essex Pharma Care Pharmacy Inc,Essex,35 Victoria Avenue,N8M1M4,-9219989.25813446,5187212.68487796,21216.0,0.0005184766214177979,"35 Victoria Avenue, Essex, Ontario, Canada",POINT (-82.8244725509001 42.17489365),42.17489365,-82.8244725509001
Essex Retirees' Social Club,Essex Retirees' Social Club,Essex,32 Russell Street,N8M1G3,-9219887.80155055,5186869.94490791,21216.0,0.0005184766214177979,"32 Russell Street, Essex, Ontario, Canada",POINT (-82.82362504910711 42.1726297),42.1726297,-82.82362504910711
Harrow Health Centre Inc.,Harrow Health Centre Inc.,Essex,1480 Erie Street South,N0R1G0,-9230816.40331605,5165376.51151611,21216.0,0.0005184766214177979,"1480 Erie Street South, Essex, Ontario, Canada",POINT (-82.6014514 42.0290984),42.0290984,-82.6014514
Harrowood Seniors Community,Harrowood Seniors Community,Essex,1 Pollard Drive,N0R1G0,-9230679.91448839,5165334.10001762,21216.0,0.0005184766214177979,"1 Pollard Drive, Essex, Ontario, Canada",POINT (-82.9206386 42.0295653),42.0295653,-82.9206386
Hometown Family Pharmacy,Hometown Family Pharmacy,Essex,38 Queen Street,N0R1G0,-9230381.27769044,5166442.19611369,21216.0,0.0005184766214177979,"38 Queen Street, Essex, Ontario, Canada",POINT (-82.9178580058995 42.0363932),42.0363932,-82.9178580058995
Shoppers Drug Mart #1105,Shoppers Drug Mart #1105,Essex,69 King Street East,N0R1G0,-9230184.76539334,5166252.77832298,21216.0,0.0005184766214177979,"69 King Street East, Essex, Ontario, Canada",POINT (-82.91637232657757 42.035356427853195),42.035356427853195,-82.91637232657757
Maidstone Ida,Maidstone Ida,Tecumseh,13072 Talbot Road,N0R1K0,-9225770.94758338,5191683.30109794,23300.0,0.00021459227467811158,"13072 Talbot Road, Tecumseh, Ontario, Canada",POINT (-82.87897834306152 42.19119773962804),42.19119773962804,-82.87897834306152
Oasis Pharmacy,Oasis Pharmacy,Tecumseh,486 Advance Boulevard,N8N5G8,-9219654.24212692,5206441.23876751,23300.0,0.00021459227467811158,"486 Advance Boulevard, Tecumseh, Ontario, Canada",POINT (-82.820268 42.3012635),42.3012635,-82.820268
The Village of Aspen Lake,The Village of Aspen Lake,Tecumseh,9855 McHugh Street,N8P0A6,-9230618.09877515,5208750.84722924,23300.0,0.00021459227467811158,"9855 McHugh Street, Tecumseh, Ontario, Canada",POINT (-82.91983914555851 42.3178279),42.3178279,-82.91983914555851
Fenlon's Pharmacy,Fenlon's Pharmacy,Wawa,88 Broadway Avenue,P0S1K0,-9436677.50049337,6105688.53354285,2705.0,0.0022181146025878,"88 Broadway Avenue, Wawa, Ontario, Canada",POINT (-84.77127031963829 47.992964799999996),47.992964799999996,-84.77127031963829
Lady Dunn Health Centre,Lady Dunn Health Centre,Wawa,17 Government Road,P0S1K0,-9436784.1111697,6106999.22373508,2705.0,0.0022181146025878,"17 Government Road, Wawa, Ontario, Canada",POINT (-84.77201204398048 48.0008112),48.0008112,-84.77201204398048
